name_zh,name_en,booth_no,hall,country,category,description,website,directory_url,pdfs
德尼培医疗精密包装（苏州）有限公司,"TekniPlex Healthcare & Specialty Packaging (Suzhou) Co., Ltd.",N2-A112,N2,CHINA,cat-05,"德尼培成立于1967年，总部位于美国PA州韦恩市，全球拥有约9,000名员工及57家生产基地，年销售额约20亿美元。凭借近60年的材料科学经验，德尼培为医疗、包装及其他受监管行业提供创新材料和制造解决方案。德尼培中国成立于2005年，并于2017年投资2,500万美元在江苏苏州建设22,300平方米现代化制造基地，服务众多跨国医疗器械企业及中国创新型医疗器械公司。依托集团全球领先的材料研发、配方设计和制造能力，公司提供医用粒子、精密医用管路、喷雾管、二次加工及医疗包装解决方案。公司通过ISO9001和ISO13485体系认证，并配备万级和十万级洁净室，为客户提供高质量、可靠的解决方案。",https://www.tekniplex.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467067/tekniplex-healthcare---specialty-packaging-(suzhou)-co---ltd-,
北京融源科技有限公司,"Beijing Rongyuan Technology Co., Ltd.",N1-G601,N1,CHINA,cat-08-1,等离子电源，射频电源，医疗级电源，工业级电源，通讯电源，高压模块，UPS 电源，仪器仪表，电子元器件，线缆，连接器，气动元器件，电机，驱动器，控制器，整体电源系统解决方案。,https://www.rypower.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467068/beijing-rongyuan-technology-co---ltd-,
苏州英忆新材料公司,"Intsma Advanced Materials Co., Ltd",N1-C403,N1,CHINA,cat-02,苏州英忆新材料有限公司，专注高品质镍钛形状记忆合金研发与产业化，以卓越品质为核心、客户满意为宗旨，矢志成为全球领先供应商。公司坐拥 3000 余平米生产研发基地，配备全套先进生产检测设备，构建完善质量管理体系。核心团队深耕镍钛合金领域十余年，精通熔炼、丝材生产、口腔正畸丝制造及零部件成型全链条工艺，可量产镍钛二元及镍钛铜、铬、钒、铌等多元合金，支持根据客户需求成分定制。自主研发的丝材工艺，可提供导丝、正畸丝、根管锉、温控弹簧、电子产品等多领域所需各状态丝材。其中，镍钛方丝为优势产品，凭借独特工艺实现高加工变形量、优异弹性，兼具小 R 角与光亮表面。口腔正畸丝作为明星产品，性能媲美国际高端品牌：弓形一致性强、性能波动小，镜面光滑表面配合小 R 角设计，有效降低摩擦、提升转矩表达；涵盖全品类弓形、材质及状态，支持 OEM 服务，为客户提供全方位解决方案。,https://www.intsma.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467069/intsma-advanced-materials-co---ltd,
杭州康伊九医疗科技有限公司,"Hangzhou Kangyijiu Medical Technology Co.,Ltd",N4-C402,N4,CHINA,cat-02,杭州康伊九医疗科技公司是一家集开发、设计、生产、销售、服务于一体的专业医疗器械消毒盒生产厂家。主营产品：不锈钢网篮系列、铝合金盒系列、不锈钢盒系列、PPSU器械盒、硅树脂器械盒、高分子塑料盒系列、灭菌盒系列、不锈钢器皿系列、钉盒系列、非标定制盒系列、配件系列，等产品。凭借高质量的产品和优质的服务，获得了境内外客户的认可，产品销往国内和国外地区。 我们拥有高素质的研发、制造、管理团队，并建立了一整套完整的管理控制程序，始终把质量品质放在重要位置，使得产品在原料购进，设计生产，销售服务整个过程都受到严格规范的控制与管理。,https://www.kyjcontainer.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467070/hangzhou-kangyijiu-medical-technology-co--ltd,https://image.imconlinereg.com/mm-mtc/2025-08-06/2DD637D23C2118B8B8B25839C38D056A.pdf
贵研生物材料（上海）有限公司,SPM Biomaterial Solutions,N1-D502,N1,CHINA,cat-02,贵研生物材料（上海）有限公司隶属始于1928年的云南省贵金属集团，是集高端医疗用生物相容金属材料自主研发和产业化制造为一体的高技术企业，致力为全球领先的高端医疗器械制造商提供优质材料、技术和服务。公司主营产品包括医用显影/标记环、EP电极、精密丝带材、馈通等心脑血管植介入、电生理、有源医疗器械用金属材料和核心零部件，提供从成分选择、原型设计、性能调控到大批量制造的生物医用材料全流程解决方案，研发制造实力处于国内领先、全球先进水平。通过严格执行ISO9001、ISO13485质量管理体系，实现对产品研发、制造的全流程可追溯化管理，满足三类医疗器械开发要求。随着人口老龄化加剧和先进医疗技术创新发展，全球高端医疗器械产业正在加速迭代升级，对关键材料和核心零部件的需求不断增长。公司依托“贵金属功能材料全国重点实验室”“国家贵金属材料工程技术研究中心”等创新平台和在稀贵金属精深加工领域的核心综合优势，全力推动高端医疗用生物相容金属材料技术创新。未来，我们致力于成为全球生物医用贵金属、新材料技术和服务的领导者，为人类健康生活和可持续发展服务。,http://www.sino-precious.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467071/spm-biomaterial-solutions,https://image.imconlinereg.com/mm-mtc/2025-08-05/3D38799F7697069D89945843726FC5CD.pdf
苏州守诚电子有限公司,Suzhou Socen Electronics Co.Ltd,N3-H406,N3,CHINA,cat-01,苏州守诚电子有限公司是一家集技术、开发、制造、销售为一体的橡塑制品配件制程解决方案供应商。 目前公司拥有员工30多人，厂房1500平方米，10万级无尘车间600平方米，可定制各种规格硅胶产品。 公司拥有混合机、液态硅胶注塑机（包括塑料注塑机）、液压成型机、挤出机等产品生产和技术开发设备。  已获得ISO9001、13485认证。,https://www.sz-scdz.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467072/suzhou-socen-electronics-co-ltd,
武藏（上海）电子科技有限公司,MUSASHI ENGINEERING SHANGHAI LIMITED,N1-G401,N1,CHINA,cat-04,武藏MUSASHI是日系领先的点胶设备制造商，广泛应用于半导体、显示器、手机、通信、汽车、医疗生物等各个领域，实现高精度、高品质、微量、定量、高速点胶。武藏MUSASHI是一家全球化企业，作为点胶设备综合制造商，拥有业界最丰富的点胶机产品线，可根据客户的点胶课题提供最合适的点胶方案，对应各式各样的液体材料。例如，作为点胶系统核心的点胶阀、控制器：维护成本低的气动式、生产效率高的JET式、点胶精度高的容积计量式、对应高粘度胶水的螺杆式等。另外，还有用于精密点胶的台式机械臂、全自动点胶装置，喷嘴、针筒、压力罐等配件，为客户提供了众多选项。,https://www.musashi-engineering.co.jp,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467073/musashi-engineering-shanghai-limited,
常州赋星智能装备有限公司,"Changzhou Fuxing Intelligent Equipment Co. , Ltd.",N3-H404,N3,CHINA,cat-11,常州赋星智能装备有限公司，由一批从事非标行业多年的高级专家团队所成立的一家智能技术企业。经过多年非标经验总结，在医疗、3C、家电、军工等行业中的锁附，搬运，装配，以及机器人应用等积累了全面的智能化解决方案,,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467074/changzhou-fuxing-intelligent-equipment-co----ltd-,
无锡市联合恒洲化工有限公司,Trump Group,N2-B107,N2,CHINA,cat-01,"恒洲集团于1975年成立于台湾，为美国世索科 Syensqo,原索尔维（Solvay）高性能工程塑料在中国区的指定代理商，双方合作近三十年来，共同开发医疗、汽车、电子、家电、卫浴、LED等行业。现已发展为年营业额超4亿美金，专业雇员达300人的大型贸易公司。如今在无锡、东莞和台北都设有塑胶部门。",https://www.trumpchemicals.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467075/trump-group,https://image.imconlinereg.com/mm-mtc/2025-08-05/F1AD78FE1D68B8521E6A5254758210DC.pdf
三铃制线（东莞）有限公司,Misuzu Seisen(Dongguan)Ltd.,N1-D108,N1,CHINA,cat-02,三铃制线自1955年创立，至今走过70年。医疗事业部主要产品：微创植入类，介入类和显影类导管用不锈钢、镍钛合金和钨丝（圆丝、扁丝）、钢丝绳和不锈钢异形丝(三角形、C形、D形、方形、椭圆形等)，现已和国内260多家知名医疗器械客户合作。 公司通过了ISO9001、ISO13485、IATF16949、ISO14000等体系认证。,https://www.misuzuholding.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467076/misuzu-seisen(dongguan)ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-20/F9B90AF1B2248A96980526AEEE8B4670.pdf
上海岭之崎精密工具技术有限公司,"SHANGHAI LZQ PRECISION TOOL CO., LTD",N1-B105,N1,CHINA,cat-02,岭之崎在超高耐腐蚀防锈性能、超锋利刃，超长的锋利度保持时间，高使用寿命高耐磨性能、及高同心度、高刚性强度、高抗冲击、高抗断裂韧性…精密加工超硬不锈钢刃具等积累了近30年生产经验，工序环节微处理至至臻品质;采用六轴联动CNC和强力高速复合磨削中心及米克朗五轴、沙迪克数控加工中心、西铁城车铣复合等等近100多台CNC机床……秉承先进综合的生产体系，具备各种精密技术生产加工能力，专业替代一流工业品，特殊、非标，异型、超细、超长精密组合成型新产品的中大批量，超高性价比的研发，生产加工,https://www.lzqtools.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467077/shanghai-lzq-precision-tool-co---ltd,https://image.imconlinereg.com/mm-mtc/2026-04-28/BF5F10A1D416DB0CC909D33679BCA085.pdf;https://image.imconlinereg.com/mm-mtc/2026-04-28/C941EC4EF44C365E8561A9D6BA6DBE07.pdf
奥智品光学仪器（上海）有限公司,"OGP (Shanghai) Co., Ltd.",N4-D202,N4,CHINA,cat-17,QVI-OGP是全球领先，设计生产非接触式及多元传感、高精度测量仪器的公司。产品被广泛应用于医疗器械、汽车制造、电气、半导体制造、注塑业、金属冲压等领域，给全球的制造商提供了全自动的测量方案。OGP SmartScope®可测量各种材质、颜色、透明或半透明医疗器械、假体等的几何尺寸和形位公差，如人工全髋关节球窝接头，胫骨、全膝关节和踝关节植入体、骨钉、心脏支架等，测量精度达到微米级。成立于2003年的奥智品光学仪器（上海）有限公司，是QVI在中国投资的全资子公司，志在更好的服务于中国市场，为客户提供更专业的销售、维修和培训服务。,https://www.smartscope.com.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467078/ogp-(shanghai)-co---ltd-,https://image.imconlinereg.com/mm-mtc/2026-07-27/C65076344A6BC6105B9D974F93B685B2.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-27/5855558FDD940D2F41C9573371E9B4F6.pdf
苏州宝丽摩赛思高性能材料有限公司,"Polymer Science, Inc.",N2-B308,N2,CHINA,cat-04,美国POLYMER SCIENCE INC公司成立于1998年，自1998年以来，我们一直致力于为全球医疗行业和电子行业提供功能性医用辅料和可穿戴粘胶材料以满足不断更新的产品设计需求。我们的优势包括多样化高质量的产品，强大的研发团队和快速反应能力。苏州子公司宝丽摩赛思高性能材料有限公司成立于2012年，我们立足苏州为亚洲客户提供更快的技术支持和更贴心的产品服务。我们专业的研发团队和先进的生产线将为您提供更高品质和更理想的产品。,https://www.polymerscience.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467079/polymer-science--inc-,
上海必趣医疗科技有限公司,"BQ PLUS MEDICAL CO.,LTD",N2-F206,N2,CHINA,cat-06,必趣医疗是一家专注于输液治疗产品的制造商。  为了满足不同需求，必趣提供定制了包含输液、输血、肿瘤科和肠内营养的成套产品，全部由公司内部进行组件成型、组装和环氧乙烷灭菌。,https://www.bq-md.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467080/bq-plus-medical-co--ltd,https://image.imconlinereg.com/mm-mtc/2025-08-01/1BBCB689F3D6B227856964956CE3F7D5.pdf
苏州迈普医疗注塑有限公司,"Viant Medical SUZHOU EPZ Co., Ltd",N3-A608,N3,USA,cat-09,Viant Medical 是总部位于美国的全球性医疗器械合同制造供应商。2004年6月，其旗下子公司苏州迈普工厂落地苏州，深耕医疗领域近二十载。公司提供模具制造、洁净室精密注塑、产品后道加工、组装、包装、灭菌，验证等一站式服务，覆盖从研发到交付全流程。严格遵循国际标准，凭借丰富经验，与众多跨国企业长期合作，致力于为医疗器械行业提供高效、优质的整体解决方案。,https://www.viantmedical.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467082/viant-medical-suzhou-epz-co---ltd,
西安斯塔克材料科技有限公司,"Xian Stark Material Technology Co.,Ltd.",N1-C706,N1,CHINA,cat-02,西安斯塔克材料科技有限公司深耕特种金属新材料领域，核心聚焦高端镍钛形状记忆合金、钛及钛合金原材料与精密制品的研发、制造和市场销售。公司建立标准化质量管理体系，顺利通过ISO9001通用质量管理体系与ISO13485医疗器械专用质量管理体系认证。公司配备独立专业检测实验室，以完备的精密检测能力保障产品批次稳定性与使用可靠性，构建起从前期材料配方研发、中试打样，到批量生产、出厂质检的全链条品质管控体系，为海内外客户提供全周期、一体化的新材料解决方案。,http://www.xianstark.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467083/xian-stark-material-technology-co--ltd-,
深圳巿博林医疗科技有限公司,"Shenzhen Bolin Medical Technology Co., LTD",N3-A302,N3,CHINA,cat-09,深圳市博林医疗科技有限公司是一家集开发、设计、制造的智能制造科技公司。公司深耕三类心脑血管介入领域十年，致力于球囊导管产线设备与模具解决方案，同时具备高端植入介入微型零件和微流控芯片领域产品的开发和加工能力。坚持品质至上的初心，发扬不断进取、精益求精的工匠精神和完善的ISO管理体系，以“高品质和优质服务”的口碑赢得众多客户青睐。生产产品有：球囊模具、水夹套、分瓣/压握头、折叠机、锻打机、锻打模具、挤出模具及其它球囊导管生产线精密配件，高端植入介入微型零件加工、非标设备与工装夹具的设计与制造。,https://www.bolin-co.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467084/shenzhen-bolin-medical-technology-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-07-02/92A293A9CAE9801E4CCC2AB59FA09F8E.pdf
上海佳湖焊接设备有限公司,"SHANGHAI JIAHU WELDING EQUIPMENT CO., LTD",N4-C401,N4,CHINA,cat-09,"上海佳湖焊接设备有限公司（原佳湖机械设备）创业于 2002 年，是一家集研发生产，销售为一体的设备制造企业。佳湖公司主要生产医用吸塑包装机（吸塑盒与盖材透析纸.铝箔等之间热封），高频机，高周波(PVC.EVA.TPU.复合材料，热合焊接，裁切，压花）等半自动化及自动化焊接设备。严格按照净化车间设备定制，符合 CE 安全标准，提供全套焊接工艺方案指导。通过 20 余年的发展,在模具设计加工和设备制造上，拥有丰富的经验,满足高要求产品！为客户提供一站式焊接解决方案，为您的生产提供可靠的保障！",https://www.jiahuhanjie.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467085/shanghai-jiahu-welding-equipment-co---ltd,https://image.imconlinereg.com/mm-mtc/2025-04-29/97E4B5E9F8C20BC0718FA8BACA173A25.pdf
江苏明科精密橡塑科技有限公司,"Jiangsu Minco Precision Rubber &Plastic Technology Co., Ltd .",N2-B502,N2,CHINA,cat-01,公司成立于2011年，是一家专业为医疗、汽车与宇航业、数据存储和可移动存储和电子工业等领域，提供量身定制橡胶原配件开发与制造的公司。  公司在精密、复杂、微小、冲压等部件领域有自己独特的流程，能够将金属、塑料以及织物等材料和橡胶复合加工在一起，制作特殊的橡胶原配件。  我们本着不断寻求创新，不断超越的精神，从产品的设计到交付，我们都采用了先进的管理系统，保证产品的稳定性及追溯性，为客户提供满意的产品及超越客户要求的服务。   明科精密橡塑科技有限公司的远景是成为国内外橡塑产品配件的首选供应商。,https://www.mincorubber.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467086/jiangsu-minco-precision-rubber--plastic-technology-co---ltd--,
上海友赛电子科技有限公司,COMCO INC,N3-D605,N3,CHINA,cat-14,COMCO公司微研磨喷砂设备广泛应用于医疗器械制造过程中的表面处理，例如去针头毛刺，心脏起搏器表面清洁，齿科种植体表面纹理化，支架表面清洁，导丝表面去涂层等。我司同时代理美国CRD公司医疗软管，接头装配设备，为国内医疗器械制造商提供自动化解决方案和完善的售后服务。,https://www.shpcx.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467087/comco-inc,
苏州市鼎泰精密机械有限公司,"SUZHOU DINGTAI PRECISION MACHINERY CO.,LTD.",N1-B305,N1,CHINA,cat-02,苏州市鼎泰精密机械有限公司成立于2002年10月。 专业生产五金弹片、汽车电子、精密冲压、低压电器端子等产品。苏州市鼎泰精密机械一直本着“品质求市场，管理求效益，品牌促发展”的企业宗旨，不断地为我们的客户提供满意的需求。热情、诚实、守信、双赢、回馈是我们与客户合作的基石。欢迎广大新老客户莅临我们公司考察指导，共创美好明天。,https://www.dtjx-sz.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467088/suzhou-dingtai-precision-machinery-co--ltd-,
东莞市瑞祥精密硅胶制品有限公司,"Dongguan Ruixiang Precision Silicone Products Co.,Ltd",N2-H504,N2,CHINA,cat-01,东莞市瑞祥精密硅胶制品有限公司成立于2012年，2018年获得ISO13485医疗器械质量管理体系，公司配备符合GMP生物制药要求的万级净化车间，可生产最小内0.14mm，最薄壁厚0.1mm、最小公差0.02mm的产品，产品精度高、品质稳定。 产品广泛应用于一类、二类、三类医疗器械，如针尖护套管、内窥镜光纤套管、各类引流管、牙椅手机管、镇痛泵、营养泵、空气波康复治疗仪、防褥疮床垫、心脏起搏器、血栓治疗仪、热灌注治疗仪、消融电极吸引管、生理盐水冲洗/吸引管、给药集便器硅胶管、泪道手术硅胶管、助听器硅胶管、血压计硅胶管、血液透析硅胶直管/弯管等等。  欢迎广大客户莅临考察、洽谈。,https://www.dgruixiang.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467089/dongguan-ruixiang-precision-silicone-products-co--ltd,
广州市银标贸易有限公司,"Guang Zhou City Silver Well trading Co.,ltd.",N2-C709,N2,CHINA,cat-04,广州市银标贸易有限公司是一家专业为高新技术企业：如医疗电子，半导体，FSR压力传感器，生物传感器，机器人电子皮肤，汽车电子，科研院所等先进制造企业提供一站式技术及材料供应解决方案。我公司是多家美国、英国、德国、日本、韩国知名品牌在华代理商，客户享受最优质的产品和技术服务。我司与原厂建立广泛的研发及技术合作，可为客户专案订制材料研发及售后服务。公司主营目前市场上最具竞争优势产品有：激光银浆，可拉伸银浆、低温银浆、PDS天线银浆，压电喷射银浆，3D打印银浆，导电碳浆、PTC自控温碳浆、FSR压力传感油墨，高透明导电油墨、Ag/AgCI氯化银浆、高温烧结银浆，纳米银浆，金浆，银靶浆，感光银浆， UV绝缘油，AB胶，导热胶，延时固化UV胶，医疗级胶粘剂，医用UV胶，X射线照影油墨等。,http://www.gzyinbiao.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467090/guang-zhou-city-silver-well-trading-co--ltd-,https://image.imconlinereg.com/mm-mtc/2025-04-29/6AEABD21A46D92B465CD321A25A37ED2.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-29/1C1086D4B6A5E5C4447C17A1075CF044.pdf
常州康宝高分子科技有限公司,"Changzhou Healthcare Polymer Technologies Co.,ltd",N2-B608,N2,CHINA,cat-01,"常州康宝高分子科技有限公司位于江苏省常州市新北区，专注于医疗级聚氯乙烯颗粒及相关产品的研发和制造。并于2017年被国家认定为高新技术企业。    公司专业技术力量雄厚，设备精良，工艺先进，厂区面积近10,000平米，现代化的厂房和布局，完全符合ISO13485和ISO9001体系的要求。    公司奉行“以科技为桥梁，以诚信为纽带，力求完美品质”。康宝人坚信科技的应用可以为患者和医护提供安全舒适的产品和信息。对应客户的需求，提供高质量的解决方案，是我们一直遵循并实践的理论。",https://Http//www.czkangbao.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467091/changzhou-healthcare-polymer-technologies-co--ltd,
苏州久航电缆科技有限公司,"Suzhou Inspeed Cable Technology Co,Ltd",N1-H810,N1,CHINA,cat-08-1,"苏州久航电缆科技有限公司于2020年在苏州市相城区成立，是一家集研发、生产和销售为一体的线材生产厂家。主要生产医疗和通信用电线电缆，包括极细同轴线、超声波B超线、内窥镜线、手术刀线、机器人用线、除颤线、IVUS及ICE用线 、 USB2.0,3.1&4.0、复合多芯光纤高速传输线等；公司云集一批长期从事高频高速同轴、医疗电线制造的专业技术人员，建立了一套科学完整的质量管理流程，并通过ISO 9000质量管理体系及ISO 13485环境体系。所使用原材料均符合RoHS及卤素要求，其医疗线的所用PVC、TPU 、TPV 、Silicone等护套材料均符合ISO 10993 生物兼容性要求。",,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467092/suzhou-inspeed-cable-technology-co-ltd,https://image.imconlinereg.com/mm-mtc/2026-02-25/8B3E17B5618AE416A5B76E3C022BB74A.pdf;https://image.imconlinereg.com/mm-mtc/2026-02-25/04066F858B80D423C6E7BC81C256C3E0.pdf
速锐达塑业科技（苏州）有限公司,SP Medical A/S (Guide Wires),N1-H302,N1,DENMARK,cat-15,公司拥有逾30年的医用导丝开发和制造经验，并在PTFE涂层的半产品和医疗器械领域建立了较高的专业水平。SP Medical 除进行放射和泌尿学领域一次性产品（如微创手术导丝）的开发、制造和分销外，还可以提升其它公司的医疗器械的性能，这主要是通过应用涂层实现功能性的提升。PTFE涂层有多种颜色可供选择。公司可供应涂层探针、导线、线圈、打孔、导管、弹簧、海波管及相关产品。公司质量体系已通过ISO 13485认证。,https://www.sp-medical.dk,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467093/sp-medical-a-s-(guide-wires),https://image.imconlinereg.com/mm-mtc/2025-05-27/6CA9BFEFA005511B7C1294CBA1721B96.pdf
北京东方金荣超声电器有限公司,Siansonic Technology Ltd.,N3-B702,N3,CHINA,cat-14,北京东方金荣超声电器有限公司创立于1986年，是一家以研发、生产和销售基于压电与超声技术产品及服务的国家级高新技术企业。 公司旨在提供全方面的超声波整体解决方案。主要产品有超声波喷涂设备，聚焦超声换能器，微型压电陶瓷片，超声波混匀装置，超声波气泡传感器等。主要应用于药物支架球囊表面涂覆，生物传感器表面涂覆，体外诊断等医疗领域。 公司拥有国家专利近50项，先后通过了ISO9001:2008质量管理体系认证、ISO14001:2004环境管理体系认证、GB/T28001-2001职业健康安全管理体系认证。,https://www.siansonic.cn,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467094/siansonic-technology-ltd-,https://image.imconlinereg.com/mm-mtc/2025-06-11/59C08A85A32359458495B96C694C5BF2.pdf;https://image.imconlinereg.com/mm-mtc/2026-07-01/9C4FD131AA6045D0119DABBF37D8A0B7.pdf
上海煜兴医疗器械进出口有限公司,"SHANGHAI YUXING MEDICAL DEVICE IMPORT AND EXPORT CO.,LTD.",N2-C509,N2,CHINA,cat-01,首页 > 关于我们 > 上海煜兴医疗器械进出口有限公司主要经营提供医用医用鲁尔接头、医用阀类、医用三通联板、肝素帽、无针接头、止回阀、微流量调节器、输液器、延长管、吸引导管及各种配件等高分子医用耗材。公司所有产品的开发、生产、储存、档案等完全符合ISO13485:2016标准。煜兴医疗愿与各OEM配套工厂通力合作，不断地开发和生产更优质产品，提供更科学，更高效的医用技术。不断与设备生产商合作，努力寻求提高产品质量和生产效能的最佳途径，遵循“规模化，系列化”的发展思路，与时俱进，开拓创新，致力于建设现代化医用产品基地，为人类的健康事业做出更大贡献。,https://www.yuxing-china.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467095/shanghai-yuxing-medical-device-import-and-export-co--ltd-,https://image.imconlinereg.com/mm-mtc/2026-01-12/5C920E1D8DF9DAEB03BAE008191A30AD.pdf;https://image.imconlinereg.com/mm-mtc/2026-01-12/F6D293A2BAF547D67CB9C61CCD019233.pdf
杭州芬麦特机械有限公司,"FineMetal Machining Co., Ltd.",N3-F801,N3,CHINA,cat-15,"专业医疗器械加工OEM生产商,高精密机械零部件制造商  - 提供国际一流的精密机械加工服务 - 恪守客户第一、质量至上的原则 - 建立信誉卓著的服务口碑 - 坚持为个性化设计开发生产服务的方向",http://www.finemetal-cn.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467096/finemetal-machining-co---ltd-,https://image.imconlinereg.com/mm-mtc/2025-08-01/5930934F1149400E26B71F4E4C6709D1.pdf
武汉鑫遇和医疗科技有限公司,WUHAN XIN YU HE MEDICAL TECHNOLAGY CO.，LTD,N1-C802,N1,JAPAN,cat-02,"武汉鑫遇和医疗科技有限公司是一家服务于医疗耗材领域及钢针配件的高科技公司,代理日本金子公司（KANEKO)进口医疗器械配件产品,主要有: AVF内瘘针管(透析机用采血针管) 、留置针针管、活检针针管及各种花色针管等相关配件。     公司自2003年成立以来,本着尊崇“踏实、拼搏、责任”的企业精神,并以诚信、共赢、开创经营理念,服务于客户。在公司发展壮大的十多年里,经过全体员工的不懈努力,目前先后在上海、武汉均设有办事处,其提供的优质产品品质及优质的跟踪服务获得众多客户的认可与好评。",http://www.newyuda.com/,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467097/wuhan-xin-yu-he-medical-technolagy-co-，ltd,
大昌洋行（上海）有限公司,DKSH(Shanghai) Ltd.,N3-C701,N3,SWAZILAND,cat-14,大昌洋行（上海）有限公司（大昌华嘉）是一家著名的国际贸易集团，总部位于瑞士的苏黎世。公司自1900年以来便与中国进行友好贸易往来，业务范围涉及机器、仪器、消费品、纺织品、化工原料等诸多领域。     大昌华嘉科技事业部是领先的市场拓展服务提供商，提供广泛的投资产品和分析仪器的技术解决方案。大昌华嘉科技事业部的强势业务领域涵盖基础设施、工业原料和供应、精密机械和纺织机械、半导体、光伏和电子、农业、餐饮设备以及专业的工业应用。其服务组合包括产品采购、市场准入研究与咨询、市场营销、销售、应用工程以及售后服务，如安装、保养和维修。,https://www.dkshspe.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467098/dksh(shanghai)-ltd-,
瑞必达机械技术（上海）有限公司,Machine Solutions Inc.,N3-B209,N3,USA,cat-11,"Machine Solutions Inc.是美国的一家为医疗器械和生物制药行业提供先进设备和服务的主要供应商。我们旗下包括了MSI, Steeger USA, BW-TEC AG, Vante, PlasticWeld Systems, Crescent Design, Beahm Designs和SEBRA，提供广泛的产品，以支持客户的需求和行业的增长。MSI专门生产用于球囊导管和支架的设备，包括球囊折叠、球囊成型、支架压握、导管覆膜、激光焊接、心轴矫直、显影环锻压、心脏瓣膜压握和热焊接设备、医用编织设备，导管打孔，尖端成型、液压爆破测试、径向力测试、支架移除力测试仪、导管性能测试等设备。",http://machinesolutions.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467099/machine-solutions-inc-,https://image.imconlinereg.com/mm-mtc/2026-01-13/5D5C65D07DF777A6E26CFD28D51495F0.pdf
深圳市创达高鑫科技有限公司,Chuangdagaoxin,N1-H510,N1,CHINA,cat-02,深圳市创达高鑫科技有限公司位于中国鹏城·深圳，工厂面积1000㎡，主要产品为医疗弹簧、精密探针弹簧、pogopin顶针弹簧，月产能达到10000万PCS。 公司拥有精密弹簧业内一流的设计、研发团队，在2022年9月通过IS013485医疗器械质量管理体系，生产设备有日本进口精密电脑弹簧机、高精密电脑弹簧机、多股多层成型机等，能打造出符合客户需求的高精密弹簧产品。公司始终坚持“诚信守法、精益求精保护环境、关爱生命、追求卓越、持续改进”的质量方针，致力于与客户建立长期、双赢、稳定的合作关系。,https://www.cdgxsz.com,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467100/chuangdagaoxin,
Integer,Integer/Greatech,N2-D302,N2,USA,cat-15,"Integer is one of the largest medical device contract development and manufacturing organizations (CDMO) in the world, serving the cardiac rhythm management, neuromodulation, and cardio and vascular markets. The company provides innovative, high-quality technologies and manufacturing to medical device OEMs to enhance the lives of patients worldwide.",https://www.integer.net,https://exhibitors.informamarkets-info.com/event/2026Medtec/en-US/exhibitor/467101/integer-greatech,https://image.imconlinereg.com/mm-mtc/2025-05-19/144DA08B2B61BDD831158C51200BE81F.pdf
